1;1
5;8
3;12
8;10
10;15
12;17
14;19
29;21
23;36
70;30
91;77
75;98
131;82
132;138
138;139
192;145
211;199
230;218
242;237
246;249
304;253
313;311
359;320
364;366
399;371
417;406
420;424
447;427
439;454
455;446
465;462
469;472
437;476
498;444
499;505
488;506
516;495
524;523
534;531
546;541
567;553
554;574
574;561
614;581
682;621
833;689
832;840
942;839
1032;949
1062;1039
1105;1069
1223;1112
1265;1230
1431;1272
1463;1438
1527;1470
1660;1534
1740;1667
1737;1747
1789;1744
2054;1796
2101;2061
2113;2108
2082;2120
2130;2089
2357;2137
2381;2364
2391;2388
2415;2398
2461;2422
2544;2468
2795;2551
2844;2802
2985;2851
3014;2992
3016;3021
3037;3023
3165;3044
3419;3172
3471;3426
3489;3478
3643;3496
3662;3650
3740;3669
3772;3747
3930;3779
3952;3937
4008;3959
4066;4015
4100;4073
4101;4107
4134;4108
4150;4141
4181;4157
4194;4188
4210;4201
4277;4217
4282;4284
4288;4289
4413;4295
4465;4420
4635;4472
4712;4642
4707;4719
4873;4714
4936;4880
4972;4943
5044;4979
5059;5051
5074;5066
5084;5081
5078;5091
5060;5085
5149;5067
5198;5156
5339;5205
4134;5346
5529;4141
5542;5536
5557;5549
5571;5564
5622;5578
5810;5629
5812;5817
5916;5819
5960;5923
6032;5967
6145;6039
6177;6152
6206;6184
6333;6213
6414;6340
6517;6421
6548;6524
6589;6555
6668;6596
6684;6675
6689;6691
6731;6696
6745;6738
6753;6752
6780;6760
6809;6787
6826;6816
6761;6833
6886;6768
6895;6893
6864;6902
7047;6871
7108;7054
7145;7115
7162;7152
7183;7169
7194;7190
7264;7201
7338;7271
7361;7345
7476;7368
7507;7483
7558;7514
7610;7565
7613;7617
7819;7620
7832;7826
7880;7839
7610;7887
8133;7617
8329;8140
8395;8336
8443;8402
8523;8450
8536;8530
8550;8543
8634;8557
8663;8641
8710;8670
8775;8717
8827;8782
8879;8834
8874;8886
8891;8881
8950;8898
9018;8957
9062;9025
9369;9069
9440;9376
9611;9447
9652;9618
9796;9659
9878;9803
9893;9885
9899;9900
9932;9906
9937;9939
9968;9944
9976;9975
10040;9983
10057;10047
10060;10064
10071;10067
10155;10078
10146;10162
10195;10153
10208;10202
10267;10215
10247;10274
10281;10254
10307;10288
10323;10314
10418;10330
10726;10425
10747;10733
10806;10754
10821;10813
11000;10828
8950;11007
11071;8957
11130;11078
11157;11137
11193;11164
11237;11200
11293;11244
11358;11300
11370;11365
11362;11377
11387;11369
11401;11394
11439;11408
11508;11446
11521;11515
11541;11528
