25965;English;USA
25969;English;USA
26003;English;USA
25964;English;USA
26003;English;USA
26017;English;USA
26023;English, French;France
26029;English;UK
26008;English, French, German;USA
26007;English;USA
26043;English;USA
26047;English;USA
26046;English;USA
26073;English, Sioux;USA
26055;English;USA
26075;English;USA
26071;English;USA
26095;French;France
26094;English;USA
26104;English, French;USA
26056;English;USA
26113;English;USA
26097;English;USA
26119;Russian;Soviet Union
26123;English;USA
26121;English;USA
26132;English;UK
26126;English;USA
26129;English, Spanish;USA
26137;English;USA
26138;English;USA
26139;English;USA
26144;English;USA
26174;English, French;USA
26164;English;USA
26185;English;USA
26187;English;USA
26184;English, Italian;USA
26198;English;USA
26195;English;USA
26205;English;USA
26199;English;USA
26180;English;USA
26197;English;USA
26193;French;France
26246;English;USA
26252;English;USA
26262;English;USA
26249;English;USA
26261;English;USA
26273;English;USA
26266;English;USA
26267;English;USA
26264;English;USA
26275;English;USA
26276;English, Spanish;USA
26293;English;USA
26292;English;USA
26313;English, Italian;USA
26373;English, French;USA
26361;English;UK
26385;English, Yiddish;USA
26388;English;USA
26409;English;USA
26400;English, Italian;USA
26393;English;USA
26406;English;UK
26421;English;USA
26419;English;USA
26417;English;USA
26424;English;USA
26452;English, French;USA
26465;English;USA
26507;English;USA
26417;English;USA
26529;English;USA
26519;English;USA
26564;French;France, Germany
26606;English;UK
26614;English;USA
26632;English;USA
26641;English;USA
16029;English;USA
26656;English;USA
26605;English;USA
26663;English;USA
26667;English, French;USA
26675;English, French, German;UK
26683;English;USA
26643;English;USA
26703;French;France
26685;English, Czech;USA
26676;English;USA
26660;French;France
26714;English;USA
26725;English;USA
26739;English;USA
26744;English;USA
26752;English, Polynesian;USA
26720;English;USA
26755;English;USA
26758;English;USA
26759;English;UK
26768;English;USA
26748;English;USA
26762;German;Germany
26778;English, Italian;USA
26793;Russian;Soviet Union
26835;English;USA
26840;English;USA
26849;English;USA
26846;English;USA
26849;English;USA
26866;English, French;USA
26868;English, Welsh;UK
26893;English;USA
26891;French;France
26908;English;USA
26922;English;USA
26912;English;USA
26872;English;USA
26919;English, Spanish;USA
26942;English, French, Russian;USA
26932;English;USA
26955;English, French;USA
26966;English;UK
26972;English;UK
26983;English;USA
27029;English;USA
27040;English;USA
27042;English;USA
27056;German;Germany
27067;English, French;USA
27062;Swedish;Sweden
27076;Japanese;Japan
27075;English;USA
27087;English;USA
27100;English;USA
27125;English, Italian;USA
27118;;Japan
27131;English;UK
27126;English;USA
27138;Japanese;Japan
26075;English;USA
27133;English;USA
27166;English;USA
27189;English, Polish;USA
27200;English;USA
27194;English, Cantonese, Latin;USA
27214;English;USA
27221;English;USA
27212;English;USA
27255;English;USA
27244;French;France
27281;English;USA
27260;English;USA
27272;English;USA
27300;English, Italian;USA
27286;English;UK
27336;French;France
27345;English;USA
27357;English;USA
27347;English;UK
27342;French;France
27356;English;USA
27367;English;USA
27307;Japanese;Japan
27376;English;USA
27395;English;USA
27413;English;USA
27387;English;USA
27407;English;USA
27400;English;UK
27428;English;USA
27421;English;USA
27438;English;USA
27429;English;USA
27439;English;USA
27441;English, Cantonese;USA
27446;English;USA
27442;English;USA
27440;English;USA
27443;English;USA
27459;English;USA
27474;English;USA
27478;French;France
27489;French;France
27515;English, Spanish;USA
27521;English;USA
27527;English;USA
27552;French;France
27532;English, French, German, Italian;USA
27545;English, German;USA
27630;English;USA
27623;English;USA
27652;English;USA
27653;German;Germany
27672;Japanese;Japan
27657;English;USA
27684;English;USA
27664;English;USA
27665;English;USA
27686;English;USA
27688;French;Czechoslovakia
27690;English;USA
27697;English;USA
27698;English;USA
27700;English;USA
27726;English, French;USA
27752;Japanese;Japan
27796;Swedish, German;Sweden
27805;English;USA
27800;English, French;USA
26119;Russian;Soviet Union
27834;German;Germany
27818;French;France
27845;English;USA
27869;English;USA
27884;English;USA
27893;English;USA
27902;English, French;USA
27914;English;USA
27908;English;USA
27932;English;USA
27948;English;USA
27938;English;UK
27959;English;USA
27967;Finnish;Finland
27969;English;USA
27963;English;USA
27977;English;USA
27980;English;USA
27951;French;France
27994;English;USA
27985;English;USA
27996;English;USA
28010;English, Russian;USA
28021;Japanese;Japan
28004;English;USA
28070;English, Arabic;USA
28074;English;USA
28092;English;USA
28096;English;USA
28108;English;USA
28119;English;USA
28112;English;USA
28103;English;USA
28118;English, Italian;USA
28120;English, French;USA
28141;English;USA
28138;English, French, Swedish;USA
28167;English;UK
28158;English;USA
28165;Spanish;Mexico
28191;English;USA
28196;French, English;UK
28201;French;France
28174;English;USA
28207;English;USA
28203;English;USA
28212;English;UK
28225;German;Germany
28219;English;USA
28231;English, German, French;UK
28249;English;USA
28282;English;UK
28275;French;France
28216;English;USA
28284;English;USA
28272;English;USA
28305;English;USA
28313;English, French, Russian;USA
28315;English, Mandarin;USA
28333;English, French;USA
28345;English;USA
28330;English;USA
28331;English;UK
28354;English, French;USA
28346;English;USA
28358;English;UK
28356;English, German, French, Latin;USA
28367;English;USA
28353;English;USA
28355;English;USA
28378;English;USA
28373;English;USA
28401;English;USA
28368;English;USA
28402;English;USA
28407;English;USA
28420;Russian;Soviet Union
28413;Russian;Soviet Union
28445;French;France
28436;Russian;Soviet Union
28471;English;USA
28478;English;USA
28464;French;France
28510;English;USA
28505;English;USA
28509;English;UK
28517;English, Italian;USA
28564;English;USA
28558;Japanese;Japan
28566;English;USA
28575;English, French;USA
28597;English, French, Italian;USA
28629;English;UK
28646;English, Spanish;USA
28661;English;USA
28651;English;USA
28653;English;USA
28665;English;USA
28668;English;USA
28667;English;USA
28669;English;UK
28670;English;USA
28676;English, French, Russian;USA
28683;English;USA
28691;English, Portuguese;USA
28695;English;USA
28707;English, French;USA
28708;English;USA
28709;English;USA
28737;English;USA
28726;English;USA
28739;English;USA
28757;English;USA
28770;English, Cantonese;USA
28767;English;UK
28772;English, Italian;USA
28773;English;USA
28799;English;USA
28806;English;USA
28808;English;USA
28804;English;USA
28827;English;UK
28818;English;UK
28829;English;USA
28842;English;USA
28836;English;USA
28816;English;USA
28850;English;USA
28852;Norwegian;Norway
28873;English;USA
28872;English;UK
28931;English;USA
28950;French, German, English, Russian;France
28953;English;USA
28944;English;USA
28958;English;USA
28974;German;Germany
28966;French;France, Germany
28980;French;France
28988;English;USA
29000;English;USA
29002;English, Italian;USA
29030;English;USA
29036;English;USA
29050;English;USA
29058;English;USA
29044;English;USA
29047;English;USA
29081;English;UK
29087;English, Russian;UK
29080;English, Italian;USA
29072;Finnish;Finland
29077;Japanese;Japan
29079;Yiddish;USA
29120;English;USA
29132;Russian;Soviet Union
29146;English;USA
29158;English;USA
29162;English, Mandarin;USA
29149;English;USA
29165;English;USA
29118;English;USA
29190;English;USA
29192;English;USA
29188;English;USA
29161;English;USA
29201;English;UK
29217;English;USA
29222;English;USA
29284;English;USA
29314;Japanese;Japan
29322;English;USA
29334;English;USA
29310;English;USA
29339;;USA
29350;English;USA
29347;English;USA
29395;English;USA
29394;French, English, Italian;France
29401;English;USA
29440;English;USA
29442;English;USA
29453;French, Arabic;France
