15176;6,8;494
15169;8;3504
15177;6,8;78
15215;7,1;1183
15204;7,4;589
15226;7,2;291
15270;7,2;343
15312;8,3;19908
15326;7,7;4459
15363;6,2;858
15386;7,9;3770
15402;7,1;327
15500;6,5;156
15495;7,8;3194
15534;6,8;6
15591;6,1;397
15636;8,3;4605
15626;8;36901
15650;7,6;548
15695;6,8;369
15686;6,7;188
15689;7,1;283
15760;7,2;958
15770;7;195
15803;7,3;879
15844;7,6;3377
15843;7,3;2258
15865;7,9;677
15875;7,9;6649
15883;8,3;59483
15866;6,4;76
15979;7,8;338
16015;7,6;630
16006;7,1;3154
16041;5,8;60
16024;7,1;900
16031;6,3;582
16125;6,4;76
16131;8;1719
16106;7,7;11396
16222;6,1;179
16203;6,3;224
16228;6,1;1227
16232;7,1;119
16234;7,2;242
16260;6,3;141
16278;6,9;153
16312;8;5732
16334;6,2;63
16394;8,4;636
16396;7;223
16482;7,4;461
16483;7,3;1076
16475;6,9;111
16495;5,3;1076
16546;8,1;757
16629;6,7;488
16631;6,9;222
16636;7,2;1615
16632;8,1;5853
16643;6,9;426
16657;6,6;244
16642;8;1058
16671;8,5;1222
16692;7;75
16693;4,9;334
16674;7,2;1146
16656;7,1;526
16806;;
16831;7,1;311
16834;8,1;694
16824;8;9592
16849;8,1;3021
16886;7,6;918
16897;6,9;362
16916;;
16940;6,4;166
16941;6,6;404
16955;7,4;358
17031;7,7;1207
17050;7,3;6232
17077;6,8;324
17105;7,7;1474
17130;7,2;211
17121;6,9;237
17122;8,3;99845
17138;6,8;237
17164;6,9;470
17198;6,9;103
17228;7,7;449
17273;7,9;1011
17352;7,3;229
17378;5,7;85
17376;6,9;77
17374;7,6;778
17425;7,5;1339
17418;6,6;34
17420;7,3;1175
17450;6,8;547
17439;7,1;725
17451;7,6;584
17465;8;1463
17536;7,2;285
17542;7,5;443
17569;7,7;283
17634;6,3;183
17623;7,8;2539
17670;7,3;1818
17741;7,4;213
17752;7,2;579
17745;7,2;2888
17767;7;1028
17777;7;436
17815;7,3;360
17811;6,2;1102
17827;5,7;1730
17845;8,3;47195
17927;7,2;220
17920;7,5;616
17963;7,3;186
18000;7,5;2025
18035;6,9;6426
18039;7,6;2548
18053;7,6;1257
18056;7,6;932
18068;7;940
18099;7,6;594
18109;6,6;297
18104;6,9;264
18168;6,7;370
18181;7,8;612
18185;7,1;44
18189;7,4;5064
18194;7,6;4474
18219;6,6;237
18220;8,1;360
18255;8,2;1026
18313;6,3;2124
18330;7,8;1879
18381;7,1;322
18399;6,9;52
18394;7,9;687
18442;8,2;1179
18473;7,8;940
18453;8,4;24480
18457;7;493
18517;7,1;535
18525;7,7;1427
18528;7,9;4993
18530;6,2;179
18532;6,9;159
18568;7,8;7196
18580;7,4;760
18620;8,3;6886
18744;5,7;1254
18758;8;6952
18739;8,1;16017
18775;7,5;2169
18772;7,9;5230
18808;8,2;495
18797;6,8;101
18828;7,7;2467
18841;7,2;262
18838;6,1;1635
18878;7;820
18875;7;434
18911;7,1;175
18910;6,7;166
18937;6,8;407
18939;6,5;288
18974;8;2090
19073;6,9;275
19069;7,8;1257
19076;7,3;570
19098;8;1264
19111;7,8;3305
19132;7,4;805
19197;7,1;143
19227;7,5;1068
19239;8,2;1789
19260;8,4;23019
19256;7,4;1106
19288;6,9;612
19306;7,4;873
19280;8;1921
19346;8,3;2626
19381;8,2;852
19402;7,8;353
19405;8;8617
19423;7,7;1975
19417;7,5;1365
19431;7,8;1735
19414;7,7;4230
19424;7,4;170
19436;6,9;215
19453;6,9;223
19491;7,4;915
19506;6,7;37
19488;7,1;186
19511;7,4;1057
19565;6,8;254
19559;7,5;961
19560;7,2;440
19576;6,7;104
19573;6,8;213
19534;8,4;4291
19587;6,8;688
19609;7,1;449
19613;6;424
19632;7,9;870
19593;7;474
19642;7,3;965
19646;7,8;514
19648;7,4;1022
19651;7,6;859
19657;4,8;270
19686;7;668
19688;6;166
19701;7,1;6707
19704;7,1;225
19727;7,2;122
19717;6,9;56
19728;6,4;4169
19731;6,8;405
19737;8,4;13540
19762;7,2;5158
19779;7,3;1585
19790;6,9;46
19815;6,5;694
19825;6,3;414
19826;7,4;312
19852;7,2;271
19845;7,4;1734
19903;6,6;170
19888;7,4;451
19937;7;1055
19961;6,3;472
19948;7,1;386
19970;7,7;1425
19995;7,7;862
20032;5,8;576
20020;7;636
20064;7,1;112
20077;7;356
20094;6,2;317
20105;7,3;1265
20114;7,7;993
20096;8;626
20124;6,7;142
20116;6,3;1688
20144;7,6;1617
20165;7,9;481
20212;6,7;403
20225;6,7;71
20219;7,5;400
20232;6,1;383
20200;5,6;449
20249;7,9;2556
20300;7,2;798
20271;6,6;138
20338;7,3;932
20323;7,8;2399
20416;5,7;105
20427;7,7;521
20441;4,7;176
20448;7,2;1191
20444;6,7;254
20468;6;343
20490;7,9;2742
20477;7;246
20501;7,3;356
20481;7,9;1006
20516;7,1;152
20525;7,9;30481
20532;7,2;591
20572;7;345
20558;6,8;276
20583;7,6;71
20587;6,8;378
20591;6,4;261
20592;7,1;140
20596;7,7;10178
20642;5,8;969
20622;8,1;44514
20631;7,2;249
20658;6,6;490
20670;7,2;1161
20688;7,3;2312
20693;6;372
20697;7;1888
20643;6,3;268
20703;5,6;200
20704;6,2;280
20695;7,8;9734
20699;6,8;145
20715;6,6;139
20338;7,9;1779
20770;6,7;63
20816;8;1111
20817;7,8;577
20795;6,9;1740
20829;6,7;268
20823;6,5;108
20801;6,5;528
20838;5,7;255
20840;5,9;203
20854;6,9;627
20878;8,2;954
20893;5,6;651
20904;7,8;701
20921;6,3;191
20947;6,6;225
20982;7,8;3593
20962;6,4;204
20989;7,1;129
21006;4,8;1462
21017;6,8;638
21042;7,5;387
21027;6,1;63
21044;6,5;276
21062;5,6;417
21018;7,4;8049
21081;6,7;248
21076;5,9;204
21089;6,7;408
21108;5,6;104
21102;6,2;111
21112;5,8;154
21142;7,3;3566
21158;7,4;1073
21150;6,9;796
21155;6,4;3911
21167;7,8;742
21191;6,3;238
21199;5,6;438
21225;5,8;420
21230;7;197
21242;6,9;480
21283;7;392
21275;5,9;251
21284;7,6;412
21296;6,6;185
21285;6;379
21312;7,5;3903
21333;7,9;628
21311;5,6;126
21347;7;113
21373;6,4;85
21396;7,1;397
21377;7;301
21408;5,9;248
21410;7,4;1424
21411;7,2;195
21415;5,4;53
21426;5,6;76
21474;6,8;726
21507;6,1;717
21510;7,5;746
21544;7,9;808
21551;6,6;73
21570;6,8;210
21553;7,5;8724
21579;5,7;47
21552;7,5;3109
21573;7,6;2331
21578;6,5;95
21597;6,7;300
21609;8;63557
13444;6,2;956
21624;6,6;224
21634;7,7;840
21635;6,7;553
21637;7;268
21649;7,2;844
21670;6,2;218
21651;7,1;815
21675;6,6;113
21722;7,7;2021
21741;7,3;1926
21732;6;3310
21748;7,6;416
21735;7,3;780
21752;8,6;93912
21751;6,1;225
21763;4,7;32
21765;7,1;587
21772;5,9;518
21780;8;719
21782;6,3;144
21770;7,3;1100
21802;7,5;422
21812;6,4;434
21801;7,6;30184
21816;6,4;21
21809;7,1;400
21377;7,4;1304
21820;7,2;352
21838;7,4;1012
21875;8;44424
21886;8,2;918
21876;6,7;1417
21887;8,1;339
21912;6,7;334
21933;6,9;1290
21892;5;150
21919;6,2;70
21921;7,3;414
21935;6,7;105
21971;6,2;556
21994;7,9;726
21782;6;259
22023;7,6;253
22028;6,2;119
22004;7,6;641
22019;7,9;1134
22056;4,9;371
22061;7,9;2422
22076;7,3;862
22082;6,5;295
22105;8,4;89616
22102;7;171
22119;6,3;364
22121;7,4;2080
22113;7,8;1291
22127;6,8;352
22149;6,3;281
22151;7,6;8582
22160;7,6;2333
22152;7,2;224
22153;7,3;1220
22155;7,8;1486
22185;5,5;232
22193;7;2102
22210;7;126
22237;6,6;720
22238;6,9;2043
22270;7,6;1003
22266;6,8;1048
22278;7;644
22281;7,8;12384
22288;7,1;1225
22253;5,9;515
22256;7,1;634
22337;5,8;195
22355;6,3;477
22359;5,5;268
22384;6,8;543
22388;6,3;372
22399;7,9;2430
22076;6,9;1099
22405;5,9;1953
22397;6,4;391
22432;4,6;87
22411;6,3;197
22442;7,7;957
22438;7,7;3036
22460;6,9;1104
22456;7,6;760
22487;6,5;657
22455;6,5;626
22497;6,7;45
22533;7,2;614
22517;6,2;86
22539;7,6;1761
22552;7,7;2900
22601;7,3;336
22637;6,6;590
22630;6,1;147
22621;7,5;1269
22628;7;474
22641;6,9;394
22649;7;678
22662;6,9;93
22672;7,3;173
22684;7,3;174
22684;7;727
22696;7,2;329
22698;8;832
22702;5,8;306
22683;7,2;2823
22700;6,1;687
22691;7,6;3531
22720;6,2;333
22678;7,1;932
22737;7,1;523
22739;6,3;540
22755;7,9;338
22757;7,6;499
22727;6,9;628
22777;6,4;159
22780;7,7;710
22789;7,4;598
22804;6,4;663
22794;6,5;1684
22829;7;1142
22809;7,7;8532
22837;7,1;546
22856;7,9;1292
22836;7,5;1273
22628;6,8;295
22875;6,6;3260
22881;8,1;371
22884;7,6;935
22879;7,6;1019
22901;7;831
22907;8;29972
22915;7;1236
22885;4,8;72
22923;7,6;12001
22960;6,4;485
22981;5,4;372
22983;6,9;388
22992;7,7;8851
23029;8,1;8696
23044;7,6;3386
23039;5,6;370
23040;6,1;94
21921;6,6;676
23030;7,5;1102
23076;7,2;1098
23051;6,8;496
23103;6,6;390
23127;5,8;172
23147;7,4;14
23139;6,5;399
23153;6,7;346
23182;7,8;2506
23160;7,4;626
23183;6,7;2290
23198;7,1;271
23200;6,8;542
23204;6,5;2097
23196;7,5;419
23217;7,3;559
23227;4;571
23238;7,3;6548
23240;5,8;249
23245;7,1;269
23242;6,4;2322
23251;6,9;205
23263;7,2;14424
23247;7;193
23270;6,7;638
23279;6,9;133
23273;6,9;314
23286;7,3;908
23243;8,1;4449
23253;7,4;4841
23295;5,9;3279
23287;8,1;2290
23307;7,4;1336
23305;6;264
23324;7;411
23328;7,3;1258
23314;7,2;46
23333;6,8;282
23337;4,8;169
23339;7,1;589
23329;6,5;823
23364;7,4;804
23351;6,6;521
23376;7,6;272
23347;6,9;1664
23371;7,1;1725
23387;7,4;2530
23384;6;2865
23397;7,2;486
23396;5,4;446
23398;7,5;615
17963;7,3;255
23452;7,8;18334
23429;5,8;236
23458;7,5;4288
23460;7;1404
23472;5,9;317
23471;7,2;536
23488;5,9;85
23497;6;595
23500;7;546
23490;7,4;844
23493;6,9;188
23539;7,2;5182
23553;6,7;746
23558;7,9;8098
23565;6,3;699
23584;5,8;384
23585;7,3;2093
23592;6,8;397
23586;6,6;323
23591;6,5;523
23596;6,9;528
23631;8,2;9101
23624;8;2967
23636;7,1;422
23644;7,7;10019
23651;7,2;463
23661;5,6;9
23657;7,8;1322
23688;6,5;6242
23696;6,2;312
23703;6,4;236
23687;7,1;1553
23733;6,6;1278
23755;6,4;123
23722;5,9;106
23760;6,6;443
23788;7,7;3935
23777;6,6;142
23799;6,7;129
23802;6,2;149
23792;6,1;160
23795;6,6;456
23796;7,1;2360
23816;6,6;187
23819;6,2;77
23848;7;302
23840;7,3;365
23856;7;112
23849;7,4;1474
23827;7,8;758
23873;6,1;2755
23878;6,5;246
23880;6,3;860
23893;7,8;341
23883;7,7;245
23904;7,6;838
23913;7,6;834
23939;7,6;3430
23942;6,1;635
23937;6,7;197
23941;6,6;371
23957;6,7;1310
23928;7,8;5542
23950;7;650
23962;7,1;1292
23945;8;44848
23971;7,1;523
23975;6,5;202
23958;7,3;732
23988;7,1;214
23992;6,2;268
23984;7,1;686
23995;6,8;1057
24010;7,8;3086
24030;7,7;7434
24036;6,7;2388
24027;5,9;1402
24057;6,5;791
24046;6,5;609
23987;8,1;4954
24071;8,1;1330
24069;6,9;630
22777;7;601
24085;6,9;414
24092;6,5;288
24102;7,2;334
24122;5,6;402
24126;6,9;841
24132;7,8;1619
24117;7,4;374
24146;7;2136
24168;7,2;892
24185;7,7;18840
24186;7,6;4857
24190;8;61169
24218;7,2;278
24216;6,7;864
24240;7,2;48
23333;7,1;1074
24241;7,8;822
24254;7,4;4491
24266;7,5;2526
24242;7,1;638
24264;7,1;181
24271;5,3;311
24295;7,7;473
24287;6,6;253
24309;5,4;94
24303;7,4;826
24304;7;934
24316;7,2;254
24331;7,1;776
24336;6,7;298
24341;6,6;1782
24355;6,3;157
24361;6,4;109
24375;6,7;561
24362;6,4;379
24383;6,9;3069
24370;7,3;569
24404;5,4;57
24415;6,7;341
24416;6,8;296
24413;6,5;127
24431;8,1;1060
24435;7;600
24437;7;28
24457;6,6;270
24473;6,4;449
24477;6,9;424
24467;7,3;2414
24475;7,9;5260
24483;6,7;480
24486;7,3;385
24455;5,6;647
24502;6,3;129
24516;5,4;692
24518;6,2;333
24478;5,8;238
24551;6,5;3864
24550;6,3;99
24561;5,8;121
24555;5,3;574
24556;5,3;82
24571;7,7;100
24602;7,8;5177
24603;5,8;2450
24595;7,7;366
24541;5,5;231
24594;7;477
24612;6,7;277
24635;7;216
24622;5,7;555
24627;7,2;599
24619;6,2;318
24633;5,3;462
24647;5,9;288
24649;7,7;509
24653;5,3;278
24665;5,7;699
24677;7,6;2907
24662;6,3;243
24676;6,9;417
24687;6,8;503
24686;7,3;456
24678;7,3;132
24712;6,2;46
24705;5,7;1346
24729;6,1;723
24749;5,5;294
24764;6,8;474
24765;6,6;321
24794;7,5;1234
24774;5,2;108
24770;7,1;260
24795;7;295
24802;5,2;603
24807;6,3;191
24826;7,3;228
24832;6,3;216
24821;7,5;4967
24805;6,2;157
24853;7,1;666
24833;7,9;9683
24846;7,4;4190
24854;6,6;542
24856;7,1;1003
24867;6,6;427
24875;6,2;284
24897;7,2;687
24888;5,4;988
24904;7,2;5624
24896;6,3;767
24908;5,1;39
24910;7,2;1389
24916;6,8;597
24918;6,9;357
24960;6,4;369
24964;5,7;540
24965;7,3;664
24968;8,1;349
24971;6,9;801
24963;7,6;539
24953;6,3;90
24980;7,4;1378
24970;6,7;665
24991;6,9;2364
24993;7,7;1602
25006;7,2;1134
25039;7,2;1157
25030;5,9;187
25033;4,4;8
25056;6,4;64
25048;6,1;173
25070;6,8;854
25093;7;313
25096;5,9;353
25126;6,8;444
25128;7,1;806
25131;6,4;265
25119;6,1;772
25134;6,7;430
25163;7,6;4973
25166;6,2;84
25178;6,8;207
25216;6,7;662
25175;7,2;368
25230;6,7;107
25191;7,2;390
25213;6,2;115
25204;6,5;544
25240;7,3;244
25200;5,7;820
25229;7,2;44
25241;6,3;511
25265;7;397
25253;6,8;651
25274;7,6;2530
25303;6,5;97
25305;8,2;57714
25318;7,5;3494
25320;7,2;937
25332;6,6;1251
25337;6,9;179
25340;6,3;113
25331;6;204
25347;6;193
25348;6;350
25353;7,7;356
25349;5,1;606
25375;6,7;141
25395;7;691
25399;7,1;862
25412;7;2011
25425;5,6;725
25442;7,2;2344
25466;7,6;1283
25458;6,9;135
25473;6,3;404
25482;6,9;11639
25454;7,3;346
25463;5,1;665
25457;3,4;1497
25467;7,5;1773
25495;7,8;1174
25479;5,7;541
25501;7,9;1060
25511;7,9;162
25480;8,3;762
25538;6,2;164
25557;7,3;4134
25588;7,6;680
25592;8,2;949
25609;7,2;844
25612;6,6;402
25582;6;361
25603;6,7;840
25619;6,4;353
25683;5,9;168
25706;5,4;646
25701;7;387
25733;6,5;402
25720;4,9;175
25727;7,8;3960
25748;7,6;2782
25750;6,6;799
25742;7,3;67
25765;6,5;78
25776;7,5;445
25793;6,9;460
25801;5,7;311
25831;5,3;705
25832;5,9;275
25835;6,5;169
25846;7,6;3636
25864;8,2;19369
25880;6,6;110
25885;5,4;518
25905;6,9;467
25882;7,2;1636
25909;7,4;868
25900;6,5;235
25922;6,8;407
25913;7,5;9800
25915;8;1929
25931;7,9;4331
25921;6,5;320
25937;7,2;518
25948;6,6;781
25950;6,4;74
25944;6,2;85
25178;6,3;547
25967;5,4;563
25971;5,9;128
26005;6,2;315
25966;5,9;131
26005;7,7;725
26019;6,6;279
26025;7,8;37586
26031;5,9;223
26010;7;455
26009;6,3;399
26045;6;127
26049;7;479
26048;6,8;1085
26075;6,1;412
26057;6;114
26077;7,1;3704
26073;7,1;431
26097;7,9;1645
26096;6,1;580
26106;7,1;2559
26058;6,1;133
26115;6,9;958
26099;7,1;14
26121;7;1087
26125;6,7;511
26123;6,7;247
26134;6,9;1258
26128;7,2;978
26131;6,7;82
26139;7,9;29528
26140;6,3;134
26141;6,9;974
26146;7,8;9340
26176;6,9;1122
26166;6,6;356
26187;6,2;292
26189;6,7;438
26186;7,6;1093
26200;4,7;88
26197;7;1518
26207;7,5;970
26201;6,3;127
26182;7,2;1356
26199;5,6;39
26195;7;1019
26248;6,9;1074
26254;6,7;533
26264;6,8;692
26251;7,2;1764
26263;5,4;613
26275;7,6;2584
26268;5,2;728
26269;6,9;455
26266;6;231
26277;7,2;1813
26278;6,5;248
26295;6,7;133
26294;5,9;192
26315;6,8;172
26375;7,1;326
26363;6,1;348
26387;7,2;770
26390;7,2;337
26411;6,9;174
26402;7,2;2430
26395;6,8;1072
26408;7,6;1819
26423;6,9;259
26421;5,3;359
26419;7,6;828
26426;7,2;1001
26454;6,3;114
26467;5,8;304
26509;5,3;359
26419;7,6;4003
26531;7;714
26521;7,6;831
26566;6,8;68
26608;5;299
26616;6,1;117
26634;7;868
26643;7,1;903
16031;6;98
26658;6,5;696
26607;7,4;2824
26665;7,1;523
26669;6,8;287
26677;3,9;473
26685;7,4;1744
26645;7,1;109
26705;6,3;2868
26687;7,8;828
26678;5,9;147
26662;7,1;2119
26716;7,7;2470
26727;6,9;571
26741;6,7;423
26746;7,8;14972
26754;7,1;113
26722;4,8;492
26757;6,6;301
26760;5,6;459
26761;7;766
26770;7,7;588
26750;6,7;71
26764;8,1;23598
26780;6,9;126
26795;6,6;286
26837;8;924
26842;6;22
26851;5,2;517
26848;5,8;21
26851;7,1;1113
26868;6,2;274
26870;6,8;143
26895;6,4;290
26893;5,5;365
26910;6,6;432
26924;7,1;2968
26914;7,3;489
26874;6,1;113
26921;7,2;1950
26944;6,4;562
26934;7,8;2532
26957;5,6;371
26968;6,6;995
26974;6,6;952
26985;7,2;443
27031;6,8;692
27042;7,3;597
27044;6,8;65
27058;6,3;2511
27069;5,9;143
27064;8;458
27078;7,9;3735
27077;5,1;558
27089;7,1;523
27102;7,9;12442
27127;8;689
27120;6,2;476
27133;7,4;1163
27128;7,7;197
27140;6;114
26077;6,9;141
27135;6,5;37
27168;6,8;512
27191;5,5;289
27202;6,4;3156
27196;7,4;1319
27216;6,5;352
27223;7,2;389
27214;5,6;108
27257;6,7;79
27246;7,5;491
27283;7,7;6595
27262;5,6;27
27274;6,6;1072
27302;6,3;1132
27288;7,8;2081
27338;6,5;180
27347;6,7;509
27359;5,4;25
27349;7,9;354
27344;6,1;203
27358;7;1700
27369;7,6;453
27309;6,9;1121
27378;5,8;415
27397;8;1223
27415;6,8;795
27389;7,1;1784
27409;5,2;40
27402;6,4;294
27430;7,1;776
27423;7,1;3187
27440;6,1;281
27431;7,4;1130
27441;7,7;969
27443;7,2;257
27448;7,5;950
27444;7,6;1473
27442;6,1;164
27445;7,1;1213
27461;7,3;417
27476;7,6;1775
27480;7,9;726
27491;7,2;1207
27517;7,1;2441
27523;6,7;527
27529;7,6;1220
27554;8,2;5961
27534;6,4;3505
27547;7,3;2828
27632;7,3;1507
27625;7,9;8115
27654;7,4;145
27655;7,7;1400
27674;6;964
27659;6,8;320
27686;6,7;732
27666;6;234
27667;6,5;602
27688;6,7;123
27690;5,5;711
27692;6,3;631
27699;6,9;4604
27700;7,1;511
27702;7,6;556
27728;7,8;1635
27754;6,8;644
27798;5,4;274
27807;6,7;1366
27802;6,7;19
26121;7,1;92
27836;6,8;147
27820;6,8;177
27847;6,9;771
27871;7,9;5031
27886;7,3;1180
27895;7;645
27904;5,7;611
27916;6,5;366
27910;5,4;76
27934;6,5;1598
27950;6,8;578
27940;6,3;173
27961;6,3;73
27969;6,7;1105
27971;7,2;362
27965;8,6;123603
27979;5,9;106
27982;7,2;516
27953;7,7;513
27996;6,5;351
27987;8;14275
27998;8,1;14662
28012;7,4;1191
28023;5,9;166
28006;7,5;1704
28072;3,9;378
28076;6,7;441
28094;7,7;8812
28098;6,9;1321
28110;7,5;1513
28121;5,8;229
28114;6,3;428
28105;7,1;852
28120;7;450
28122;7,4;1302
28143;6,9;556
28140;7,1;1019
28169;6,3;173
28160;7,1;235
28167;6,9;306
28193;7,4;78
28198;7,8;1163
28203;3,1;1112
28176;7,1;802
28209;6,8;1149
28205;7,1;10095
28214;7;65
28227;6,2;1367
28221;6,6;5683
28233;7,7;2027
28251;6,4;155
28284;6,6;934
28277;7,3;3653
28218;5,9;42
28286;6,2;111
28274;5,7;177
28307;7,4;1425
28315;7,2;672
28317;7,7;8447
28335;7;2412
28347;6,4;809
28332;6;615
28333;6,1;140
28356;3,7;5863
28348;6,8;4592
28360;7,7;1437
28358;7,2;385
28369;6,4;141
28355;7,4;1392
28357;7,7;829
28380;6,8;776
28375;6,9;686
28403;7,3;519
28370;5,7;31
28404;5,6;45
28409;6,9;296
28422;6,9;104
28415;7,8;3578
28447;7,3;513
28438;6,9;118
28473;6,8;1351
28480;6,2;165
28466;6,1;581
28512;7,1;2075
28507;6,9;210
28511;6,5;442
28519;6;66
28566;6,9;115
28560;8,1;399
28568;7,3;1273
28577;8;12749
28599;6;67
28631;5,9;159
28648;5,8;566
28663;5,6;68
28653;5,8;577
28655;6,8;711
28667;6,1;438
28670;5,9;355
28669;6,1;160
28671;5,8;331
